,Airline Name,Overall_Rating,Review Date,Verified,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended
9644,Flair Airlines,1,26th April 2023,FALSE,,Family Leisure,Economy Class,Toronto to Vancouver,April 2023,1,3,,1,,,2,no
9645,Flair Airlines,2,25th April 2023,FALSE,,Family Leisure,Economy Class,Victoria to Calgary,April 2023,3,3,3,3,3,3,2,no
9646,Flair Airlines,1,22nd April 2023,FALSE,,Solo Leisure,Economy Class,Vancouver to Montreal,April 2023,1,2,,1,,,1,no
9647,Flair Airlines,1,21st April 2023,TRUE,,Solo Leisure,Economy Class,Vancouver to San Jose,January 2023,1,1,,1,,,1,no
9648,Flair Airlines,1,20th April 2023,TRUE,,Couple Leisure,Economy Class,Kitchener to Orlando,November 2022,,,,,,,1,no
9649,Flair Airlines,1,19th April 2023,FALSE,,Family Leisure,Economy Class,Toronto to Saskatoon,April 2023,1,1,1,1,3,2,1,no
9650,Flair Airlines,3,19th April 2023,TRUE,Boeing 737-800MAX,Solo Leisure,Economy Class,Ottawa to Halifax,April 2023,1,2,2,2,,,2,no
9651,Flair Airlines,1,19th April 2023,FALSE,,Solo Leisure,Economy Class,Puerto Vallarta to Abbotsford,April 2023,2,,,1,,,1,no
9652,Flair Airlines,1,18th April 2023,FALSE,,Family Leisure,Economy Class,Kitchener to Orlando,April 2023,,,,,,,1,no
9653,Flair Airlines,1,16th April 2023,FALSE,,Family Leisure,Economy Class,Vancouver to Winnipeg,April 2023,1,1,1,1,1,1,1,no
9654,Flair Airlines,1,14th April 2023,TRUE,Boeing 737-800MAX,Solo Leisure,Economy Class,Abottsford to Calgary,April 2023,2,3,,1,,,1,no
9655,Flair Airlines,1,14th April 2023,FALSE,,Solo Leisure,Economy Class,Kitchener to Edmonton via Toronto,April 2023,,,,,,,1,no
9656,Flair Airlines,1,14th April 2023,FALSE,,Business,Economy Class,Abottsford to Calgary,April 2023,,,,,,,2,no
9657,Flair Airlines,8,13th April 2023,FALSE,,Family Leisure,Economy Class,Vancouver to Winnipeg,April 2023,1,3,,1,,,1,no
9658,Flair Airlines,1,12th April 2023,FALSE,,Solo Leisure,Economy Class,Abbotsford to Calgary,April 2023,1,,,1,,,1,no
9659,Flair Airlines,1,11th April 2023,FALSE,,Solo Leisure,Economy Class,Ottawa to Calgary via Toronto,June 2022,,,,,,,1,no
9660,Flair Airlines,1,11th April 2023,TRUE,,Couple Leisure,Economy Class,Vancouver to Calgary,April 2023,1,2,1,1,1,1,1,no
9661,Flair Airlines,1,11th April 2023,FALSE,,Couple Leisure,Economy Class,Otttawa to Vancouver,March 2023,2,3,,3,,,1,no
9662,Flair Airlines,1,11th April 2023,FALSE,,Family Leisure,Economy Class,Vancouver to Montreal,December 2022,1,1,1,1,1,1,1,no
9663,Flair Airlines,1,10th April 2023,TRUE,,Solo Leisure,Economy Class,Calgary to Toronto,April 2023,,,,1,,,1,no
9664,Flair Airlines,1,8th April 2023,FALSE,,Family Leisure,Economy Class,Calgary to Kitchener,April 2023,1,1,,1,,,1,no
9665,Fly540.com,1,28th October 2022,TRUE,,Solo Leisure,Economy Class,Nairobi to Lamu,October 2022,,,,,,,1,no
9666,Fly540.com,1,28th March 2020,TRUE,,Couple Leisure,Economy Class,Lamu to Nairobi,March 2020,,,,,,,4,no
9667,Fly540.com,1,17th March 2020,TRUE,,Solo Leisure,Economy Class,Mombasa to Nairobi,January 2020,,,,,,,1,no
9668,Fly540.com,1,11th November 2019,FALSE,,Couple Leisure,Economy Class,Mombasa to Nairobi,November 2019,2,1,1,1,,,1,no
9669,Fly540.com,1,19th August 2019,TRUE,,Solo Leisure,Economy Class,Eldoret to Nairobi,August 2019,1,1,1,1,1,1,1,no
9670,Fly540.com,4,9th November 2018,TRUE,,Family Leisure,Economy Class,Nairobi to Mombasa,November 2018,1,2,1,1,,,3,no
9671,Fly540.com,1,16th September 2018,FALSE,,Couple Leisure,Economy Class,Nairobi to Zanzibar,September 2018,4,5,4,5,,,4,yes
9672,Fly540.com,1,12th June 2018,TRUE,,Family Leisure,Economy Class,Kisumu to Nairobi,May 2018,1,1,1,1,,,1,no
9673,Fly540.com,1,25th December 2017,TRUE,,Business,Economy Class,Nairobi to Juba,September 2017,1,2,1,1,,,1,no
9674,Fly540.com,1,24th November 2017,TRUE,Dash 8 / Canadair,Business,Economy Class,Nairobi to Eldoret,November 2017,2,1,1,1,,,1,no
9675,Fly540.com,8,10th July 2017,FALSE,Canadair CL-600,Business,Economy Class,Nairobi to Mombasa,May 2017,2,5,5,4,,,5,yes
9676,Fly540.com,2,8th February 2016,FALSE,,Business,Economy Class,WIL to LAU,February 2016,1,1,,1,,,1,no
9677,Fly540.com,7,26th October 2015,FALSE,Canadair Regional Jet,Solo Leisure,Economy Class,Nairobi to Eldoret,October 2015,4,3,3,3,,,4,no
9678,Fly540.com,6,2nd December 2013,FALSE,,,Economy Class,,,0,0,0,,0,,0,no
9679,Fly540.com,8,4th November 2013,FALSE,,,Economy Class,,,0,0,0,,0,,0,yes
9680,Fly540.com,8,9th May 2013,FALSE,,,Economy Class,,,3,5,0,,3,,5,yes
9681,Fly540.com,8,19th November 2012,FALSE,,,Economy Class,,,,,,,,,4,yes
9682,Fly540.com,9,18th September 2012,FALSE,,,Economy Class,,,,,,,,,4,yes
9683,Fly540.com,6,4th September 2012,FALSE,,,Economy Class,,,,,,,,,4,yes
9684,Fly540.com,6,4th September 2012,FALSE,,,Economy Class,,,,,,,,,4,yes
9685,Fly540.com,8,7th August 2012,FALSE,,,Economy Class,,,,,,,,,4,yes
9686,Fly540.com,2,7th September 2011,FALSE,,,Economy Class,,,,,,,,,4,no
9687,Fly540.com,5,26th July 2011,FALSE,,,Economy Class,,,,,,,,,1,no
9688,Fly540.com,9,27th June 2011,FALSE,,,Economy Class,,,,,,,,,4,yes
9689,Fly540.com,8,16th April 2011,FALSE,,,Economy Class,,,,,,,,,4,yes
9690,Fly540.com,8,29th March 2011,FALSE,,,Economy Class,,,,,,,,,4,yes
9691,Fly540.com,9,22nd January 2011,FALSE,,,Economy Class,,,,,,,,,4,yes
9692,Fly540.com,4,10th August 2010,FALSE,,,,,,,,,,,,,no
9693,Fly540.com,4,20th April 2010,FALSE,,,,,,,,,,,,,no
9694,Fly540.com,3,15th April 2010,FALSE,,,,,,,,,,,,,no
9695,Fly540.com,4,31st August 2009,FALSE,,,,,,,,,,,,,no
9696,Fly540.com,1,18th August 2008,FALSE,,,,,,,,,,,,,no
9697,Fly540.com,1,11th August 2008,FALSE,,,,,,,,,,,,,no
9698,Fly540.com,2,26th June 2008,FALSE,,,,,,,,,,,,,no
9699,flyadeal,1,31st December 2022,TRUE,A340,Solo Leisure,Economy Class,Riyadh to Madinah,December 2022,,,,1,,,2,no
9700,flyadeal,1,20th August 2022,TRUE,,Family Leisure,Economy Class,Dammam to Jeddah,August 2022,1,1,,1,,,1,no
9701,flyadeal,1,20th August 2022,TRUE,,Family Leisure,Economy Class,Dammam to Jeddah,August 2022,1,1,1,1,1,1,1,no
9702,flyadeal,1,15th June 2022,TRUE,,Family Leisure,Economy Class,Madinah to Dammam,June 2022,1,1,,1,,,1,no
9703,flyadeal,1,14th March 2022,TRUE,,Solo Leisure,Economy Class,Dammam to Jeddah,March 2022,1,1,,1,,,1,no
9704,flyadeal,5,26th January 2022,TRUE,A320-200,Family Leisure,Economy Class,Jeddah to Riyadh,December 2021,3,3,1,3,,,3,no
9705,flyadeal,1,23rd November 2021,TRUE,A320,Solo Leisure,Economy Class,Dubai to Riyadh,November 2021,1,2,1,1,1,1,2,no
9706,flyadeal,1,6th November 2021,TRUE,A320,Business,Economy Class,Dammam to Jeddah,November 2021,1,1,,2,,,1,no
9707,flyadeal,1,7th June 2021,FALSE,,Business,Business Class,Dammam to Riyadh,April 2021,,,,,,,1,no
9708,flyadeal,1,30th May 2021,TRUE,,Business,Economy Class,Jeddah to Dammam,May 2021,2,1,1,1,1,1,1,no
9709,flyadeal,1,23rd June 2020,FALSE,,Solo Leisure,Economy Class,Riyadh to Dammam,June 2020,,,,1,,,1,no
9710,flyadeal,1,5th March 2020,TRUE,,Solo Leisure,Economy Class,Qassim to Jeddah,February 2020,,,,1,,,1,no
9711,flyadeal,1,2nd October 2019,TRUE,,Solo Leisure,Economy Class,Dammam to Jeddah,September 2019,1,1,1,1,1,1,1,no
9712,flyadeal,1,30th August 2019,TRUE,A320-200,Solo Leisure,Economy Class,Jeddah to Dammam,August 2019,2,2,,1,,,2,no
9713,flyadeal,2,26th August 2019,FALSE,,Business,Economy Class,Jeddah to Qausim,August 2019,1,1,,1,,,3,no
9714,flyadeal,9,15th June 2019,TRUE,A320,Solo Leisure,Economy Class,Tabuk to Jeddah,June 2019,4,4,5,4,,,5,yes
9715,flyadeal,1,14th December 2018,TRUE,,Solo Leisure,Economy Class,Riyadh to Jeddah,December 2018,1,1,,1,,,1,no
9716,flyadeal,1,23rd March 2018,TRUE,A320,Business,Economy Class,Jeddah to Dammam,March 2018,1,1,,1,,,1,no
9717,flyadeal,5,17th January 2018,TRUE,A320,Family Leisure,Economy Class,Riyadh to Jeddah,January 2018,3,4,3,1,,,4,no
9718,FlyArystan,8,21st May 2023,TRUE,,Solo Leisure,Economy Class,Turkistan to Almaty,May 2023,3,3,1,4,1,1,4,yes
9719,FlyArystan,1,29th March 2022,TRUE,,Family Leisure,Economy Class,Omsk to Almaty,March 2022,,,,,,,1,no
9720,FlyArystan,3,1st October 2019,TRUE,,Couple Leisure,Economy Class,Almaty to Shimkent,September 2019,4,5,,2,,,2,yes
9721,FlyArystan,9,15th June 2019,TRUE,A320,Family Leisure,Economy Class,Almaty to Taraz,June 2019,5,5,,4,,,5,yes
9722,FlyArystan,1,14th June 2019,TRUE,A320,Solo Leisure,Economy Class,Almaty to Karaganda,May 2019,5,5,5,5,,,5,yes
9723,FlyArystan,8,31st May 2019,TRUE,,Family Leisure,Economy Class,Nur-Sultan to Almaty,May 2019,4,5,4,5,,,5,yes
9724,FlyArystan,9,30th May 2019,TRUE,A320,Family Leisure,Economy Class,Astana to Almaty,May 2019,5,5,,5,,,5,yes
9725,flybe,1,15th October 2022,TRUE,Dash-8,Solo Leisure,Economy Class,Belfast to Amsterdam,October 2022,4,5,4,5,,,5,yes
9726,flybe,2,10th October 2022,TRUE,,Solo Leisure,Economy Class,Belfast City to London,October 2022,1,3,,3,,,2,no
9727,flybe,1,17th September 2022,TRUE,,Solo Leisure,Economy Class,Amsterdam to Birmingham,September 2022,,,,1,,,1,no
9728,flybe,1,20th August 2022,TRUE,Dash-8,Solo Leisure,Economy Class,Belfast to Amsterdam,August 2022,5,5,5,5,,,5,yes
9729,flydubai,1,11th July 2023,FALSE,,Solo Leisure,Economy Class,,July 2023,2,2,1,1,3,1,1,no
9730,flydubai,2,11th July 2023,FALSE,,Couple Leisure,Economy Class,Dubai to Male,July 2023,1,1,2,1,,,2,no
9731,flydubai,1,6th July 2023,TRUE,,Solo Leisure,Economy Class,Cochin to Zagreb via Dubai,July 2023,1,1,1,1,1,1,1,no
9732,flydubai,1,6th July 2023,TRUE,,Family Leisure,Economy Class,Minsk to Male via Dubai,June 2023,1,1,1,1,1,1,1,no
9733,flydubai,1,4th July 2023,FALSE,,Couple Leisure,Economy Class,Zanzibar to Ljubljana via Dubai,July 2023,3,3,2,1,1,1,1,no
9734,flydubai,1,2nd July 2023,FALSE,Boeing 737,Solo Leisure,Economy Class,Dubai to Moscow,June 2023,1,1,1,1,1,1,1,no
9735,flydubai,1,1st July 2023,FALSE,,Family Leisure,Economy Class,Bosnia to Dubai,June 2023,1,1,1,1,1,1,1,no
9736,flydubai,2,8th June 2023,FALSE,737,Business,Economy Class,Jeddah to Dubai,June 2023,2,3,2,3,,,1,no
9737,flydubai,2,4th June 2023,TRUE,Boeing 737,Family Leisure,Economy Class,Dubai to Bucharest,June 2023,1,1,1,1,1,1,1,no
9738,flydubai,3,28th May 2023,FALSE,,Solo Leisure,Economy Class,Dubai to Catania,May 2023,3,4,4,2,,,3,no
9739,flydubai,1,27th May 2023,TRUE,,Solo Leisure,Economy Class,Amman to Dubai,May 2023,1,1,,1,,,1,no
9740,flydubai,1,17th May 2023,TRUE,,Family Leisure,Economy Class,Dubai to Sialkot,May 2023,1,1,1,1,1,1,1,no
9741,flydubai,1,6th May 2023,TRUE,,Solo Leisure,Economy Class,Pattaya to Dubai,April 2023,5,5,5,5,,,5,yes
9742,flydubai,1,4th May 2023,FALSE,,Solo Leisure,Economy Class,Naples to Bangkok via Dubai,May 2023,1,4,1,1,1,1,1,no
9743,flydubai,1,25th April 2023,TRUE,,Family Leisure,Economy Class,Budapest to Dubai,April 2023,2,1,1,1,1,1,1,no
9744,flydubai,1,25th April 2023,TRUE,,Solo Leisure,Economy Class,Dubai to Armenia,April 2023,3,1,3,3,2,3,3,yes
9745,flydubai,1,23rd April 2023,TRUE,,Family Leisure,Economy Class,Dubai to Bucharest,April 2023,1,1,1,1,1,1,1,no
9746,flydubai,2,22nd April 2023,TRUE,,Business,Economy Class,Kathmandu to Dubai,April 2023,1,1,,1,,,1,no
9747,flydubai,1,12th April 2023,TRUE,,Solo Leisure,Economy Class,Dubai to Minsk,April 2023,2,3,1,1,1,1,1,no
9748,flydubai,1,2nd April 2023,TRUE,Boeing 737,Solo Leisure,Economy Class,Dubai to Bahrain,February 2023,4,1,,4,,,1,no
9749,flydubai,3,31st March 2023,FALSE,Boeing 737 max,Solo Leisure,Economy Class,Dubai to Naples,March 2023,1,2,1,1,1,1,1,no
9750,flydubai,1,18th March 2023,FALSE,,Couple Leisure,Economy Class,Krakow to Colombo via Dubai,March 2023,1,1,1,1,1,1,1,no
9751,flydubai,2,10th March 2023,TRUE,,Solo Leisure,Economy Class,Bucharest to Dubai,March 2023,3,3,3,1,1,1,2,no
9752,flydubai,1,9th March 2023,FALSE,,Business,Economy Class,Helsinki to Dubai,April 2022,,,,,,,1,no
9753,flydubai,1,7th March 2023,FALSE,,Couple Leisure,Economy Class,Belgrade to Phuket via Dubai,January 2023,1,1,1,1,1,1,1,no
9754,flydubai,2,3rd March 2023,TRUE,,Family Leisure,Economy Class,Dubai to Khartoum,February 2023,1,5,2,1,2,1,2,no
9755,flydubai,4,28th February 2023,TRUE,,Couple Leisure,Economy Class,Dubai to Kathmandu,February 2023,3,3,3,1,1,3,2,no
9756,flydubai,1,26th February 2023,TRUE,,Family Leisure,Economy Class,Mumbai to Entebbe via Dubai,February 2023,1,1,,1,,,1,no
9757,flydubai,4,24th February 2023,TRUE,Boeing 787 MAX 8,Business,Economy Class,Dubai to U-tapao,February 2023,1,2,2,2,1,1,2,no
9758,flydubai,2,23rd February 2023,FALSE,Boeing 737,Family Leisure,Economy Class,Istanbul to Dubai,February 2023,1,1,1,1,1,1,2,no
9759,flydubai,1,18th February 2023,TRUE,Boeing 737-800,Solo Leisure,Economy Class,Dubai to Bahrain,February 2023,1,1,,1,2,,1,no
9760,flydubai,3,17th February 2023,TRUE,,Solo Leisure,Economy Class,Zanzibar to Dubai,February 2023,1,5,3,5,2,,1,no
9761,flydubai,7,13th February 2023,TRUE,,Solo Leisure,Economy Class,Bahrain to Dubai,February 2023,4,5,,5,3,,5,yes
9762,flydubai,2,8th February 2023,TRUE,Boeing 737,Couple Leisure,Economy Class,Dubai to Bucharest,February 2023,1,3,1,1,2,,1,no
9763,flydubai,4,6th February 2023,TRUE,,Couple Leisure,Premium Economy,Velana to Bucharest via Dubai,February 2023,2,3,2,2,1,,2,no
9764,flydubai,1,3rd February 2023,TRUE,,Business,Economy Class,Dubai to Warsaw,February 2023,1,1,1,1,1,1,1,no
9765,flydubai,1,2nd February 2023,TRUE,,Solo Leisure,Economy Class,Doha to Dubai,February 2023,1,1,,1,,,1,no
9766,flydubai,2,27th January 2023,TRUE,,Couple Leisure,Economy Class,Warsaw to Male via Dubai,January 2023,3,3,3,1,1,,1,no
9767,flydubai,1,25th January 2023,FALSE,,Family Leisure,Economy Class,Dubai to Tbilisi,January 2023,1,1,1,1,1,1,1,no
9768,flydubai,1,13th January 2023,TRUE,,Couple Leisure,Economy Class,Dubai to Karachi,December 2022,3,2,,2,1,1,2,no
9769,flydubai,1,9th January 2023,FALSE,Boeing 737-800,Family Leisure,Economy Class,Dubai to Beirut,January 2023,1,2,1,1,,,1,no
9770,flydubai,2,8th January 2023,TRUE,,Solo Leisure,Economy Class,Jeddah to Kathmandu via Dubai,January 2023,1,3,1,1,1,1,1,no
9771,flydubai,1,6th January 2023,TRUE,,Solo Leisure,Economy Class,Dubai to Doha,December 2022,1,1,,1,,,1,no
9772,flydubai,2,4th January 2023,TRUE,,Family Leisure,Economy Class,Dubai to Doha,November 2022,3,3,3,1,2,1,1,no
9773,flydubai,1,22nd December 2022,FALSE,,Solo Leisure,Economy Class,Dubai to Tel Aviv,November 2022,5,5,3,3,,,5,yes
9774,flydubai,2,5th December 2022,TRUE,Boeing 737-800,Couple Leisure,Business Class,Catania to Dubai,December 2022,2,2,2,1,1,,1,no
9775,flydubai,1,24th November 2022,TRUE,,Solo Leisure,Economy Class,Bahrain to Dubai,November 2022,5,5,5,5,5,,5,yes
9776,flydubai,2,20th November 2022,TRUE,,Couple Leisure,Economy Class,Dubai to Istanbul,November 2022,1,1,1,1,1,1,1,no
9777,flydubai,2,20th November 2022,TRUE,,Solo Leisure,Economy Class,Bucharest to Dubai,November 2022,1,1,1,2,1,1,2,no
9778,flydubai,1,20th November 2022,TRUE,,Business,Economy Class,Tehran to Dubai,November 2022,3,1,1,1,2,,1,no
9779,flydubai,2,14th November 2022,TRUE,,Business,Economy Class,Riyadh to Dubai,November 2022,3,2,1,1,,,1,no
9780,flydubai,1,13th November 2022,TRUE,,Business,Economy Class,Dubai to Doha,November 2022,2,1,2,1,2,1,1,no
9781,flydubai,1,29th October 2022,FALSE,,Family Leisure,Economy Class,Almaty to Bahrain via Dubai,October 2022,1,1,1,1,1,1,1,no
9782,flydubai,1,19th October 2022,TRUE,Boeing 737,Couple Leisure,Economy Class,Dubai to Zanzibar,October 2022,1,1,1,4,,,1,no
9783,flydubai,1,18th October 2022,FALSE,,Family Leisure,Economy Class,Doha to Dubai,October 2022,1,1,1,1,,1,1,no
9784,flydubai,1,11th October 2022,TRUE,,Solo Leisure,Economy Class,Dubai to Al Ula,October 2022,1,1,,1,,,1,no
9785,flydubai,1,30th September 2022,TRUE,,Family Leisure,Economy Class,Novosibirsk to Dubai,September 2022,2,1,1,1,,,1,no
9786,flydubai,1,26th September 2022,TRUE,,Couple Leisure,Economy Class,Salalah to Dubai,September 2022,1,2,1,1,,,1,no
9787,flydubai,1,28th August 2022,TRUE,,Family Leisure,Economy Class,Nursultan via Dubai,August 2022,2,3,,1,,,2,no
9788,flydubai,1,23rd August 2022,FALSE,,Business,Economy Class,Dubai to Tabuk,August 2022,1,1,1,1,1,1,1,no
9789,flydubai,1,21st August 2022,FALSE,Boeing 737-800,Family Leisure,Economy Class,Beirut to Kuwait via Dubai,August 2022,1,1,1,2,1,1,1,no
9790,flydubai,3,18th August 2022,TRUE,,Solo Leisure,Economy Class,Batumi to Muscat,August 2022,1,1,2,2,1,1,2,no
9791,flydubai,1,15th August 2022,TRUE,,Couple Leisure,Economy Class,Dubai to Tehran,August 2022,1,1,1,1,1,1,1,no
9792,flydubai,1,14th August 2022,TRUE,,Family Leisure,Economy Class,Dubai to Baku,August 2022,1,1,1,1,,,1,no
9793,flydubai,1,12th August 2022,TRUE,,Solo Leisure,Economy Class,Beirut to Dubai,August 2022,2,1,1,2,1,1,1,no
9794,flydubai,1,7th August 2022,TRUE,Boeing 737-800,Family Leisure,Economy Class,Dubai to Alexandria,August 2022,1,1,,1,,,1,no
9795,flydubai,1,7th August 2022,TRUE,Boeing 737-800,Family Leisure,Economy Class,Dubai to Alexandria,August 2022,1,1,,1,,,1,no
9796,flydubai,1,7th August 2022,FALSE,,Family Leisure,Economy Class,Dubai to Ankara,August 2022,1,1,1,1,1,1,1,no
9797,flydubai,1,2nd August 2022,TRUE,,Solo Leisure,Economy Class,Istanbul to Dubai,August 2022,1,1,1,1,1,1,1,no
9798,flydubai,1,31st July 2022,TRUE,,Business,Economy Class,Doha to Dubai,July 2022,1,1,1,1,1,1,1,no
9799,flydubai,5,24th July 2022,TRUE,,Solo Leisure,Economy Class,Warsaw to Dubai,July 2022,2,2,4,2,4,,3,no
9800,flydubai,1,22nd July 2022,TRUE,,Solo Leisure,Economy Class,Dubai to Sofia,July 2022,,,,,,,1,no
9801,flydubai,1,19th July 2022,TRUE,,Couple Leisure,Economy Class,Dubai to Madinah,July 2022,2,2,2,1,,,1,no
9802,flydubai,2,17th July 2022,FALSE,,Couple Leisure,Economy Class,Shiraz to Budapest via Dubai,June 2022,5,1,1,1,1,1,1,no
9803,flydubai,3,14th July 2022,TRUE,,Solo Leisure,Economy Class,Baku to Dubai,July 2022,1,3,2,3,1,1,3,no
9804,flydubai,4,12th July 2022,TRUE,,Solo Leisure,Economy Class,Dubai to Bahrain,July 2022,2,4,,1,,,1,no
9805,flydubai,1,12th July 2022,FALSE,,Family Leisure,Economy Class,Istanbul to Dubai,July 2022,,,,,,,1,no
9806,flydubai,1,27th June 2022,TRUE,,Solo Leisure,Economy Class,Dubai to Jeddah,June 2022,1,1,,1,1,,1,yes
9807,flydubai,1,22nd June 2022,FALSE,,Couple Leisure,Economy Class,Dubai to Riyadh,June 2022,1,1,1,1,,,1,no
9808,flydubai,1,16th June 2022,TRUE,Boeing 737-800,Solo Leisure,Economy Class,Khartoum to Dubai,May 2022,2,3,1,1,,,1,no
9809,flydubai,1,1st June 2022,FALSE,,Couple Leisure,Economy Class,Sarajevo to Dubai,June 2022,3,2,,1,,,1,no
9810,flydubai,1,13th May 2022,TRUE,Boeing 737,Couple Leisure,Economy Class,Istanbul to Dubai,June 2021,1,1,,1,,,1,no
9811,flydubai,4,12th May 2022,TRUE,,Solo Leisure,Economy Class,Dubai to Isfahan,May 2022,1,2,,1,,,2,no
9812,flydubai,1,19th April 2022,TRUE,,Family Leisure,Economy Class,Dubai to Colombo,April 2022,1,1,1,1,1,1,1,no
9813,flydubai,4,15th April 2022,TRUE,,Family Leisure,Economy Class,Mumbai to Dubai,April 2022,3,4,4,1,,,5,yes
9814,flydubai,1,2nd April 2022,TRUE,,Solo Leisure,Economy Class,Kuwait to Colombo via Dubai,April 2022,,,,,,,1,no
9815,flydubai,8,2nd April 2022,TRUE,,Solo Leisure,Economy Class,Dubai to Riyadh,April 2022,5,5,3,1,5,,4,yes
9816,flydubai,1,30th March 2022,TRUE,,Family Leisure,Economy Class,Dubai to Doha,March 2022,1,1,1,1,1,1,1,no
9817,flydubai,1,26th March 2022,TRUE,Boeing 737-800 MAX,Business,Economy Class,Tel Aviv to Dubai,March 2022,1,1,1,1,1,,1,no
9818,flydubai,1,26th March 2022,TRUE,Boeing 737-800 MAX,Business,Economy Class,Dubai to Tel Aviv,March 2022,1,1,1,1,1,,1,no
9819,flydubai,1,23rd March 2022,TRUE,,Solo Leisure,Economy Class,Delhi to Dubai,March 2022,1,1,1,1,1,1,1,no
9820,flydubai,2,21st March 2022,FALSE,Boeing 737-800,Solo Leisure,Economy Class,Kolkata to Dubai,February 2022,3,1,1,2,,,1,no
9821,flydubai,3,18th March 2022,TRUE,,Business,Economy Class,Dubai to Beirut,March 2022,1,2,3,2,2,2,1,no
9822,flydubai,1,18th March 2022,TRUE,,Solo Leisure,Economy Class,Zanzibar to Mumbai via Dubai,March 2022,1,3,1,1,1,1,1,no
9823,flydubai,1,26th February 2022,TRUE,,Couple Leisure,Economy Class,Doha to Male via Dubai,January 2022,,,,,,,1,no
9824,flydubai,1,24th February 2022,FALSE,,Couple Leisure,Economy Class,Ahmedabad to Dubai,February 2022,1,2,1,1,1,1,1,no
9825,flydubai,1,17th February 2022,FALSE,,Couple Leisure,Economy Class,Tbilisi to Zanzibar via Dubai,December 2021,,,,,,,1,no
9826,flydubai,1,13th February 2022,FALSE,,Solo Leisure,Economy Class,Dubai to Helsinki,November 2021,2,1,,1,,,1,no
9827,flydubai,1,28th January 2022,TRUE,,Solo Leisure,Economy Class,Dubai to Beirut,January 2022,1,1,1,1,,1,1,no
9828,flydubai,2,28th January 2022,TRUE,,Family Leisure,Economy Class,Kolkata to Dubai,January 2022,1,1,1,1,,,1,no
9829,Flynas,1,16th July 2023,TRUE,,Solo Leisure,Economy Class,Dubai to Yerevan via Riyadh,June 2023,3,3,3,1,1,1,1,no
9830,Flynas,1,20th June 2023,TRUE,,Solo Leisure,Economy Class,Riyadh to Dubai,June 2023,2,2,,1,,,1,no
9831,Flynas,1,29th March 2023,TRUE,,Solo Leisure,Economy Class,Dubai to Amman via Riyadh,March 2023,1,1,1,1,1,1,1,no
9832,Flynas,1,11th February 2023,TRUE,,Family Leisure,Economy Class,Riyadh to Madina,February 2023,,,,1,,,1,no
9833,Flynas,2,16th January 2023,TRUE,,Solo Leisure,Economy Class,Cairo to New Delhi via Riyadh,January 2023,2,3,1,1,,,2,no
9834,Flynas,1,9th December 2022,FALSE,,Family Leisure,Economy Class,Dubai to Hyderabad via Riyadh,December 2022,2,1,1,1,,,1,no
9835,Flynas,1,8th December 2022,FALSE,,Family Leisure,Economy Class,Riyadh to Hyderabad,December 2022,1,3,,2,,,2,no
9836,Flynas,1,27th October 2022,TRUE,A320,Solo Leisure,Economy Class,Riyadh to Najran,October 2022,,,,2,,,1,no
9837,Flynas,1,9th September 2022,TRUE,,Business,Economy Class,Jeddah to Riyadh,September 2022,1,1,,1,,,1,no
9838,Flynas,1,20th August 2022,FALSE,,Family Leisure,Economy Class,Dubai to Jeddah,August 2022,1,1,1,3,,,1,no
9839,Flynas,3,2nd August 2022,FALSE,,Couple Leisure,Economy Class,Dubai to Riyadh,August 2022,2,1,1,1,,,1,no
9840,Flynas,1,10th May 2022,TRUE,,Business,Economy Class,Jeddah to Sarajevo,May 2022,2,1,,2,,,1,no
9841,Flynas,1,9th May 2022,TRUE,,Solo Leisure,Business Class,Vienna to Riyadh,May 2022,1,1,1,3,,,2,no
9842,Flynas,1,28th April 2022,TRUE,,Business,Economy Class,Dubai to Riyadh,April 2022,3,3,1,4,1,1,1,no
